Date,Open,High,Low,Close,Adj Close,Volume
2018-11-07,230.050003,232.800003,226.899994,231.279999,206.214142,3514300
2018-11-08,231.000000,234.059998,230.600006,231.649994,206.543991,2404800
2018-11-09,231.690002,231.690002,222.300003,222.649994,198.519394,3721700
2018-11-12,222.000000,222.309998,205.130005,206.050003,183.718506,11019400
2018-11-13,204.399994,209.589996,202.330002,205.050003,182.826859,6984800
2018-11-14,206.240005,207.339996,198.440002,202.490005,180.544342,5742500
2018-11-15,201.800003,204.500000,199.320007,203.740005,181.658875,4260000
2018-11-16,202.929993,204.740005,200.350006,202.119995,180.214401,2829600
2018-11-19,201.830002,202.300003,197.350006,198.220001,176.737091,3419100
2018-11-20,195.100006,195.889999,190.350006,191.339996,170.602737,5513800
2018-11-21,192.089996,195.240005,191.190002,192.600006,171.726196,4111700
2018-11-23,191.610001,191.869995,188.940002,189.100006,168.605515,1862600
2018-11-26,191.169998,195.229996,190.690002,194.339996,173.277634,3143300
2018-11-27,193.399994,194.619995,191.559998,193.649994,172.662415,2345400
2018-11-28,194.839996,198.449997,192.229996,198.350006,176.852997,3762900
2018-11-29,196.020004,197.449997,193.160004,194.850006,174.435913,2665700
2018-11-30,190.570007,191.449997,188.119995,190.690002,170.711731,6220000
2018-12-03,194.000000,195.660004,191.619995,191.630005,171.553238,4017000
2018-12-04,190.690002,191.110001,183.630005,184.309998,165.000153,5797500
2018-12-06,181.330002,184.880005,180.149994,184.089996,164.803192,5275500
2018-12-07,183.850006,186.250000,179.000000,179.669998,160.846298,3921200
2018-12-10,178.600006,179.839996,174.679993,178.830002,160.094315,4528300
2018-12-11,182.149994,184.429993,175.449997,176.800003,158.276962,4713900
2018-12-12,178.500000,180.000000,176.479996,176.699997,158.187424,3677300
2018-12-13,177.830002,178.690002,175.119995,175.919998,157.489136,4008600
2018-12-14,174.339996,176.259995,172.369995,172.770004,154.669159,5078300
2018-12-17,169.399994,171.429993,166.529999,168.009995,150.407837,8395800
2018-12-18,169.779999,173.020004,169.320007,171.500000,153.532227,5150800
2018-12-19,171.589996,174.850006,167.600006,169.250000,151.517960,5316100
2018-12-20,168.389999,171.649994,167.160004,168.410004,150.765961,6488200
2018-12-21,168.250000,169.630005,159.419998,160.050003,143.281815,8960000
2018-12-24,159.000000,160.000000,154.309998,156.350006,139.969482,3783500
2018-12-26,157.000000,163.110001,151.699997,162.929993,145.860062,7054700
2018-12-27,160.119995,165.410004,159.020004,165.410004,148.080261,4973000
2018-12-28,165.639999,165.949997,162.020004,163.029999,145.949631,4110500
2018-12-31,163.779999,167.119995,163.779999,167.050003,149.548462,4550000
2019-01-02,164.330002,172.250000,163.350006,172.029999,154.006699,3999400
2019-01-03,170.660004,171.770004,168.289993,169.509995,151.750702,4060200
2019-01-04,172.990005,176.000000,171.100006,175.050003,156.710297,3788300
2019-01-07,175.229996,177.830002,172.270004,176.020004,157.578690,3152100
2019-01-08,177.779999,178.100006,172.899994,175.369995,156.996765,2692700
2019-01-09,176.100006,177.690002,174.910004,176.470001,157.981552,3321400
2019-01-10,175.660004,178.070007,175.500000,176.000000,157.560776,2808700
2019-01-11,175.100006,177.039993,172.419998,176.929993,158.393341,3182700
2019-01-14,174.520004,179.539993,174.100006,178.720001,159.995834,3361700
2019-01-15,178.320007,179.990005,176.399994,179.910004,161.061127,2911800
2019-01-16,187.000000,198.149994,185.600006,197.080002,176.432266,15194200
2019-01-17,195.949997,199.800003,192.830002,199.089996,178.231674,8177000
2019-01-18,200.380005,203.000000,196.910004,202.539993,181.320236,5650900
2019-01-22,200.500000,201.470001,195.919998,197.679993,176.969406,4648500
2019-01-23,197.550003,198.089996,194.529999,196.899994,176.271072,3410700
2019-01-24,196.220001,199.679993,195.759995,197.800003,177.076797,2631800
2019-01-25,199.830002,201.190002,199.419998,200.740005,179.708817,3275000
2019-01-28,197.990005,200.070007,197.100006,199.720001,178.795639,2369600
2019-01-29,199.000000,201.970001,197.869995,200.500000,179.493973,2694100
2019-01-30,200.899994,203.289993,199.649994,202.479996,181.266510,2773300
2019-01-31,200.100006,202.350006,196.949997,198.009995,177.264816,5604500
2019-02-01,198.000000,199.639999,196.539993,196.539993,175.948822,3174200
2019-02-04,195.800003,197.759995,194.789993,197.720001,177.005188,2400200
2019-02-05,198.119995,199.330002,196.860001,198.009995,177.264816,2601000
2019-02-06,197.179993,199.059998,195.830002,196.619995,176.020462,2063100
2019-02-07,195.279999,195.880005,191.050003,193.070007,172.842407,2948800
2019-02-08,191.720001,192.619995,188.220001,191.669998,171.589050,2757500
2019-02-11,192.880005,193.320007,191.070007,191.330002,171.284698,2056500
2019-02-12,193.050003,195.649994,193.000000,194.490005,174.113647,2392900
2019-02-13,195.919998,198.779999,194.600006,194.690002,174.292648,2757300
2019-02-14,192.210007,194.130005,189.440002,192.529999,172.358978,2865000
2019-02-15,193.210007,198.889999,193.100006,198.500000,177.703491,3065400
2019-02-19,196.660004,199.059998,195.610001,198.669998,177.855682,2558200
2019-02-20,198.729996,199.300003,197.509995,198.600006,177.793015,2266000
2019-02-21,198.970001,199.449997,195.050003,196.360001,175.787674,2785900
2019-02-22,196.600006,197.750000,195.199997,196.000000,175.465363,2626600
2019-02-25,198.000000,201.500000,197.710007,198.649994,177.837769,3032200
2019-02-26,198.470001,200.559998,196.550003,198.899994,178.061554,2499800
2019-02-27,198.500000,199.889999,197.119995,198.100006,178.061584,1804200
2019-02-28,198.039993,198.399994,196.009995,196.699997,176.803177,2964300
2019-03-01,198.750000,201.440002,197.429993,198.199997,178.151459,2580500
2019-03-04,198.809998,200.830002,194.149994,195.979996,176.156021,2683600
2019-03-05,195.850006,196.179993,193.000000,196.000000,176.173950,2338600
2019-03-06,195.899994,197.559998,194.529999,194.740005,175.041443,2247500
2019-03-07,193.130005,193.449997,190.080002,192.770004,173.270721,3567800
2019-03-08,190.399994,195.770004,189.710007,195.240005,175.490875,3162700
2019-03-11,197.229996,198.970001,195.729996,195.970001,176.147018,2669000
2019-03-12,196.000000,197.399994,195.690002,196.630005,176.740250,1977400
2019-03-13,197.750000,198.929993,196.520004,197.250000,177.297546,1904500
2019-03-14,197.320007,198.500000,196.699997,197.470001,177.495346,1482300
2019-03-15,197.160004,198.850006,196.850006,198.259995,178.205383,2985200
2019-03-18,199.179993,203.850006,198.919998,202.470001,181.989548,3354900
2019-03-19,204.880005,206.449997,200.779999,201.119995,180.776093,3284900
2019-03-20,200.330002,200.330002,193.970001,194.320007,174.663940,5033500
2019-03-21,192.899994,195.550003,191.750000,194.580002,174.897644,4031500
2019-03-22,192.669998,193.710007,187.779999,188.960007,169.846115,5703100
2019-03-25,189.330002,191.449997,186.500000,188.509995,169.441635,3751000
2019-03-26,190.029999,192.410004,188.690002,190.690002,171.401108,2910100
2019-03-27,190.600006,191.610001,188.740005,190.029999,170.807877,2343800
2019-03-28,190.740005,191.910004,189.289993,191.179993,171.841537,2343400
2019-03-29,192.679993,193.110001,191.139999,191.990005,172.569656,2632800
2019-04-01,194.000000,198.089996,193.610001,196.740005,176.839157,3562600
2019-04-02,196.240005,197.759995,195.399994,197.500000,177.522293,2247000
2019-04-03,199.250000,201.089996,198.539993,200.860001,180.542404,3227900
2019-04-04,200.800003,204.289993,200.500000,202.229996,181.773834,2582300
2019-04-05,203.380005,205.500000,202.059998,202.380005,181.908661,2447100
2019-04-08,202.789993,203.630005,201.179993,202.539993,182.052460,1891500
2019-04-09,201.229996,201.589996,198.860001,200.619995,180.326645,2400900
2019-04-10,201.800003,203.169998,200.270004,202.979996,182.447968,1907100
2019-04-11,204.229996,205.449997,201.570007,202.830002,182.313126,2802100
2019-04-12,207.000000,209.970001,206.369995,207.839996,186.816330,5096600
2019-04-15,204.110001,205.740005,199.699997,199.910004,179.688461,6617200
2019-04-16,199.619995,202.940002,199.240005,201.839996,181.423294,4852600
2019-04-17,201.960007,208.500000,201.779999,207.899994,186.870270,4195300
2019-04-18,207.089996,207.860001,205.149994,205.910004,185.081543,2874300
2019-04-22,205.119995,205.589996,204.139999,204.600006,183.904053,1591400
2019-04-23,204.250000,205.190002,202.740005,204.139999,183.490601,2120900
2019-04-24,203.000000,203.520004,199.729996,200.539993,180.254776,4606100
2019-04-25,199.699997,202.559998,199.100006,201.399994,181.027756,2075300
2019-04-26,201.729996,203.119995,200.320007,203.080002,182.537872,1543100
2019-04-29,203.500000,208.000000,203.270004,206.919998,185.989395,2997000
2019-04-30,206.940002,207.990005,204.149994,205.919998,185.090515,1833000
2019-05-01,206.399994,208.410004,204.029999,204.729996,184.020950,1981800
2019-05-02,204.429993,206.220001,203.119995,204.990005,184.254623,1514700
2019-05-03,206.009995,208.750000,205.669998,207.520004,186.528732,1897600
2019-05-06,202.800003,206.979996,201.710007,206.429993,185.548996,1927800
2019-05-07,203.339996,204.000000,201.009995,202.630005,182.133347,2839500
2019-05-08,201.399994,203.199997,200.800003,200.949997,180.623306,1817600
